Row,mkpsq,mppisq,cos_theta,phi_p,chi
7141,3.6701784,1.4293445,-0.709176,-1.889551,-0.694108
7142,3.4858479,1.4297078,0.7014142,2.3434348,-0.978231
7143,2.7618894,2.4279052,-0.690670,0.5876901,-1.505765
7144,2.9521318,2.693849,-0.982505,-3.045803,-2.297262
7145,4.1755045,1.2812272,0.3892769,-0.189608,1.7765917
7146,3.6944567,1.4013558,-0.751866,0.3109204,-2.169752
7147,3.5046632,1.4920917,-0.853549,0.4229068,-2.471883
7148,3.6638470,1.5359602,0.3993643,0.8298351,-2.529669
7149,3.2972391,2.2315479,-0.985910,-2.965962,-2.632754
7150,3.4807585,1.9595391,-0.227648,0.1099250,-2.363816
7151,3.5746366,1.5758433,-0.590751,1.1066295,-2.737105
7152,4.2039054,1.3456310,0.7529105,2.7549054,1.0148871
7153,3.3653962,2.1983142,0.3346972,-0.911331,-2.787979
7154,3.9445526,1.6821230,-0.075253,2.6386968,-0.804848
7155,3.9908916,1.6497659,0.6103254,-0.555561,2.8921439
7156,3.0481556,2.5447943,0.1087594,1.2889052,-2.999612
7157,4.4222633,1.4299039,-0.587740,-0.428117,-1.894112
7158,2.7732178,1.8531628,-0.364304,-0.875814,-2.945203
7159,4.1566859,1.3884227,-0.065493,1.6709198,1.3255625
7160,3.3717249,1.7345567,-0.796636,-3.050261,0.2053656
7161,2.5497816,2.1463316,-0.299998,-2.974354,-0.765444
7162,4.3158257,1.3381258,0.0848894,1.1748185,-1.121503
7163,3.6501843,1.9005818,0.7604436,-0.813417,-1.467989
7164,3.1537776,2.5748895,0.5593018,-0.127933,1.5870365
7165,4.3266351,1.3966962,-0.949981,-0.772505,-2.447852
7166,3.1617093,2.4202084,0.6270699,2.9708426,-1.358791
7167,2.7244297,2.8857226,0.2323314,2.6083093,1.7115415
7168,2.4863153,3.1208022,-0.271635,-2.702427,2.8010864
7169,2.9270649,1.7093987,0.7248392,0.0290153,-0.233286
7170,3.5595272,1.4661485,0.2461002,1.6960255,0.6489111
7171,3.2508416,2.3117215,-0.395540,-0.756707,-1.602535
7172,4.4324327,1.3504528,0.9442497,2.7022229,0.8578938
7173,2.3604435,3.1496193,-0.430049,0.3128595,0.3227754
7174,3.2219334,1.5818354,-0.143102,-1.000684,0.6925028
7175,3.4873241,2.0362650,-0.269685,1.4392239,-2.784978
7176,3.1091162,2.3860284,-0.754242,0.2026774,-0.529041
7177,4.0184335,1.5302113,0.0146176,1.8540339,1.2395956
7178,3.4421006,1.4731637,-0.663473,-3.061778,0.4072727
7179,3.1549753,1.8577761,-0.924697,-0.541707,1.0538659
7180,2.5436041,3.0260870,0.1446092,0.0481567,0.3859173
7181,3.7773720,1.6680052,-0.040155,0.9407469,0.2216282
7182,4.1871042,1.6153998,0.7031236,1.0499966,-1.831948
7183,4.0882249,1.2263793,0.5606819,-1.946273,-2.452185
7184,2.5986349,2.8333372,-0.402461,0.2691582,-1.563578
7185,2.6250533,2.2208545,-0.949309,-2.782161,0.2514309
7186,3.9067057,1.3539639,0.7380083,2.6035218,-1.394372
7187,3.4576814,1.8437275,0.5293958,1.8379237,2.9716985
7188,3.4883838,1.4677422,0.2957949,-0.881966,1.1252078
7189,3.4784491,2.0355580,-0.311030,-1.659145,-2.219078
7190,3.7465373,1.3401483,0.9032847,1.5312454,1.4396850
7191,3.1854257,2.3644172,-0.759078,2.2914599,2.5168462
7192,4.2522805,1.7170641,-0.254265,2.0984831,2.2493142
7193,3.4527228,1.5391791,-0.085971,0.9063472,-2.531473
7194,2.9490798,2.6317224,0.2171109,-1.938578,-3.125157
7195,4.3975169,1.3763304,0.3282459,-0.472407,1.3227673
7196,4.5602461,1.3486317,0.7011571,-2.495295,0.9603470
7197,3.2389780,1.5935128,-0.269499,-0.965344,-0.726058
7198,4.0095419,1.8163373,0.7597344,-1.651904,-0.188509
7199,4.3115064,1.3113542,-0.855209,1.6469540,2.8902962
7200,3.9722923,1.5879932,-0.457013,-2.059528,1.2679512
7201,3.0157092,2.5607477,-0.013500,1.4262329,-0.035303
7202,4.3244661,1.2189983,-0.427820,-1.519715,0.3994211
7203,2.2929605,2.4939458,0.4182367,-2.713037,1.6983720
7204,3.2299211,1.6023822,-0.387864,-1.358119,-2.540409
7205,4.1207875,1.5346470,-0.225859,-2.799290,1.7242331
7206,3.6155888,1.6262433,-0.430556,1.2852795,1.7334233
7207,3.5442839,2.0374695,0.9940128,2.1856980,-2.400693
7208,4.1635470,1.529543,-0.630703,0.4138776,2.6467888
7209,4.2621461,1.3047145,-0.516784,-0.734254,2.9131760
7210,4.0982967,1.4791618,0.1984582,1.7934862,2.7759439
7211,4.2645296,1.2392376,-0.938322,1.8957986,-1.493418
7212,3.4290547,2.2136742,-0.036552,-0.550412,-0.858205
7213,4.2330043,1.6072985,0.5733410,0.2906754,2.9337428
7214,2.7368996,2.8620876,0.1155577,0.3948448,2.8222748
7215,4.4243529,1.3202452,0.4721712,1.7831179,-0.436339
7216,3.3509732,1.5078510,0.5319599,-2.613131,-1.996214
7217,3.9598306,1.5914428,-0.028652,-3.111170,0.2853557
7218,4.3633738,1.4630568,0.6593904,-0.127358,-2.316017
7219,4.2272222,1.5015520,0.8437138,2.7886727,-2.012760
7220,3.2429162,2.3387321,0.8355935,1.2381683,0.6301080
7221,3.4451006,1.5725358,0.8108879,-2.639198,2.6430551
7222,3.9357910,1.7111517,0.7048518,-1.802166,1.3787419
7223,3.3658014,2.0240548,-0.776209,-1.775041,0.7641687
7224,3.0009518,1.7396709,0.4378485,-1.204516,3.1369740
7225,3.0370540,2.5294381,0.3592137,-2.390509,-1.352266
7226,3.5785548,1.4561703,0.845625,1.1288883,-1.400078
7227,2.6240618,2.9220171,0.8518545,3.1302856,-1.552189
7228,2.3013822,3.2030075,0.7368260,-1.833717,1.6652594
7229,3.9301272,1.6105396,-0.857153,1.2741724,1.4669318
7230,3.8667900,1.4945600,-0.230578,2.7888074,2.6844936
7231,2.3123047,2.2888995,-0.895647,-1.499106,1.7719696
7232,2.3936754,3.1214546,0.6170797,2.3380910,2.6927210
7233,3.5782045,1.3805923,-0.799794,-1.524682,-0.300171
7234,2.959332,2.6639944,-0.699728,-2.103476,-0.848509
7235,3.9732951,1.5955473,-0.657928,-2.025284,-2.466192
7236,2.9553285,2.6046237,-0.695916,-0.337276,-1.688167
7237,4.3927447,1.1878267,-0.936334,1.8289861,-1.104241
7238,3.8788539,1.4996398,-0.654078,1.1841645,1.9247635
7239,3.6302422,1.6366742,-0.558187,2.2067456,0.3361954
7240,4.2709102,1.3085333,0.8002209,-2.239896,2.4641955
7241,3.5503127,2.0121262,-0.544019,-2.245368,3.0069535
7242,2.3208800,2.3399806,-0.567614,0.2762294,-1.902008
7243,3.4610529,1.5494496,0.4986347,-1.385690,0.5973599
7244,4.3410720,1.2525553,-0.319616,2.6717708,2.3205066
7245,3.5786191,2.0130446,-0.020689,-3.015099,1.4775135
7246,2.2697133,3.0133737,-0.712908,-1.045476,2.4695271
7247,3.8492907,1.7848255,-0.405252,-1.602105,0.3934002
7248,3.4885378,1.9215583,0.5303807,-1.259739,-3.016769
7249,4.0744249,1.7658399,0.2842533,-1.841936,1.8553100
7250,4.4466509,1.3784924,-0.260013,-2.301018,-3.090267
7251,4.2853581,1.6376565,-0.984203,-1.814549,0.0591819
7252,4.2942301,1.2731715,0.0923853,-1.925755,-2.038250
7253,3.9543960,1.4520722,-0.368430,-2.088661,-0.956744
7254,4.4119998,1.5117597,0.5619184,-2.531721,-0.238871
7255,2.6952831,1.9885671,-0.555567,0.4165691,-0.505236
7256,3.9896448,1.4542923,0.2274616,-0.741039,-0.539051
7257,4.1119190,1.5099662,-0.903182,2.6064031,0.2030632
7258,2.3543550,2.9293232,-0.852096,-1.754279,-0.218399
7259,3.0107150,2.5756873,-0.176877,-0.142010,-2.630104
7260,4.1118527,1.3525144,0.5135740,-0.209374,0.3418937
7261,4.3646238,1.2129621,0.8401500,2.8933622,0.9681971
7262,2.5393833,2.8002349,-0.852981,2.706164,1.2602238
7263,3.6369524,1.5629303,-0.287746,2.8743703,-0.131726
7264,3.1560051,2.2784899,-0.251877,2.4600719,1.1853538
7265,3.3643073,2.0566648,0.4894342,1.3220725,-2.256490
7266,3.8518189,1.7655577,-0.407338,1.3290789,-1.513268
7267,4.4191220,1.3543139,0.4744597,0.2209596,1.3434533
7268,2.6091088,2.9426711,0.0540976,1.0688243,-0.826981
7269,4.3092991,1.6208926,0.7866963,-1.820480,-1.348120
7270,2.2992223,3.0192737,-0.215038,-2.547147,0.1338112
7271,3.2640481,1.5991087,-0.176966,2.7033957,1.2807083
7272,4.3846121,1.3397582,0.1811468,-0.267542,-1.373631
7273,2.3094615,3.1400286,-0.214495,-2.252464,2.1946800
7274,4.0842268,1.5091080,-0.266850,1.0946067,-2.580177
7275,4.2865523,1.4793820,0.0228299,2.1060543,2.7691515
7276,2.9476078,2.5069287,0.7851369,2.2536445,-1.328329
7277,2.3377950,3.1724569,-0.457417,1.2750321,2.9034805
7278,3.2780122,1.5028252,0.1251160,2.1565649,-2.712212
7279,3.3829486,2.0158287,-0.061694,-1.625529,-0.916879
7280,4.103898,1.5065732,0.4879723,-0.143060,-0.630028
7281,3.2554280,1.7621728,0.2481835,-2.636758,0.0358861
7282,2.6293264,2.8380959,-0.486098,-2.128489,2.641089
7283,2.8846391,2.7053688,0.6957623,-2.760847,2.3374127
7284,2.3095199,2.6319359,-0.691799,-2.235704,0.5655358
7285,2.3595338,3.1309735,0.1293686,-1.697609,2.1344369
7286,4.2469301,1.4154471,0.1505377,-0.834198,1.1578806
7287,3.2070679,1.5705012,0.6741905,0.6627374,2.7916193
7288,3.1858983,2.3737546,0.4649332,-2.839802,-0.453057
7289,3.5211095,2.0046832,0.6011897,2.6050265,-3.079651
7290,4.1608790,1.4382970,-0.144579,2.3696678,-0.503923
7291,4.0419386,1.6189559,-0.059352,1.0490163,0.9550203
7292,4.4372123,1.3493256,0.6021707,2.9828234,-1.188240
7293,4.2260770,1.6331857,-0.808301,1.7233484,-2.875047
7294,2.7697687,2.8373562,0.3897910,2.2458379,-0.320243
7295,3.3052524,1.5900466,-0.019503,-1.755335,0.3576349
7296,3.8355482,1.5519173,-0.732009,-0.478646,-0.317374
7297,3.212516,2.3617147,0.7758671,-0.333218,-0.484298
7298,3.8266927,1.7090800,0.0467939,-3.130212,0.3710937
7299,2.4938463,2.8223881,0.8195946,0.1042733,-3.140172
7300,4.2831715,1.2813615,-0.841608,-3.133389,-0.558462
7301,3.3501066,2.2351682,-0.314825,3.0941157,-1.724087
7302,3.7216134,1.3747151,-0.738523,-1.510748,2.7518448
7303,3.2230556,1.5801536,0.2219572,-2.001678,1.9218281
7304,3.7491727,1.4162918,-0.115213,-1.102142,-0.364997
7305,2.5806926,2.9422773,-0.297374,2.6145139,-0.059039
7306,2.3596242,2.3277766,0.9619621,-0.114862,-0.456986
7307,4.0105624,1.5149341,-0.212806,0.9802183,-2.244025
7308,3.7286886,1.7733246,0.3774171,-0.209990,0.3866234
7309,3.7436191,2.0066540,-0.498253,2.8653237,0.0853956
7310,2.8910056,2.5689553,0.6895911,-0.186977,1.2759532
7311,3.8305899,1.7690464,-0.607219,1.2558097,1.3197796
7312,3.2590010,2.3257571,0.7698916,0.6797330,-2.650752
7313,3.9981549,1.5283575,-0.675020,1.5611007,-2.063239
7314,3.4184496,1.4678349,0.3167449,2.9509116,-2.263117
7315,3.4482997,1.5143788,0.9349644,-1.087016,0.4526505
7316,3.6538194,1.3754184,-0.208454,2.6649149,1.9036005
7317,3.4464169,2.1212563,-0.002161,-1.281914,-1.079069
7318,4.3167256,1.3843389,0.0168154,-0.325270,-0.249463
7319,4.0968829,1.5613281,0.8708084,-0.410154,-2.056423
7320,2.8638394,2.7203034,-0.385822,1.9503096,0.4930838
7321,4.0291169,1.4863088,-0.004623,-0.494259,3.1180422
7322,3.3398636,1.6662110,-0.779305,1.3807500,-2.671666
7323,4.361083,1.4728134,-0.873053,-1.609937,1.9060480
7324,2.7821554,2.6825485,0.2006048,1.8888459,-2.279701
7325,3.1984690,2.3716408,0.4708314,-1.519234,-3.132269
7326,3.2133769,2.3539136,-0.951003,-0.939946,-0.429160
7327,3.6373772,2.1116309,-0.128030,-1.027755,2.4592470
7328,4.1681534,1.4098805,0.6557178,-0.052189,-1.124100
7329,2.2684939,3.1260070,-0.234744,2.7962680,-0.598255
7330,2.3021422,2.3420497,0.3668225,-2.711593,1.6717796
7331,4.2216321,1.4249534,0.4271366,-1.118639,2.8358825
7332,4.3225038,1.2913309,-0.474256,0.0338145,-1.462847
7333,3.9031861,1.6625653,0.5978335,2.0200182,-0.383984
7334,3.1884114,2.4065293,0.4055536,2.2368971,2.0056381
7335,4.3111227,1.5071052,0.4926678,-1.125058,-3.068828
7336,4.0256495,1.5334538,-0.166338,2.2066059,2.1572041
7337,4.4442122,1.4428278,-0.583016,0.7736400,-0.500652
7338,4.3238934,1.2723972,0.7037803,1.3881911,1.4884773
7339,4.2296219,1.3880222,-0.042399,-2.280842,2.3753846
7340,2.7050347,2.8999849,-0.082806,-0.101568,1.0444860
7341,3.2074089,2.4299071,-0.064040,0.9099779,0.7708214
7342,3.4120812,1.4396246,0.8881814,-2.735792,2.3642899
7343,3.4713542,2.1078820,0.0148157,2.6602263,1.2934403
7344,3.6296656,1.9210204,0.1013803,1.1303728,-2.779930
7345,2.5748395,2.8956686,0.8028459,0.0479457,0.7515134
7346,4.4382770,1.4257750,0.6956744,-2.075009,0.9482322
7347,3.28286,1.7236593,-0.832331,0.8887393,1.7675945
7348,2.5597552,3.0144944,0.3648300,-2.869594,-1.200979
7349,2.2277254,3.1041381,0.0319179,0.6037667,0.6964616
7350,2.4183924,2.5910307,0.9642882,1.8011285,1.7542968
7351,2.7097094,2.0854694,0.5646618,-2.514327,2.7332065
7352,4.1909933,1.4100532,-0.153319,-1.765168,-2.056206
7353,3.8256966,1.4185644,-0.976869,-0.274147,-1.484609
7354,3.4466204,1.6062216,0.8823630,2.4238428,1.3577829
7355,4.3579465,1.2197629,0.3365475,1.2828694,-0.569221
7356,3.7658124,1.7370313,-0.302124,-0.233329,-1.175980
7357,3.9711037,1.6169067,0.8075806,1.4193027,-0.519961
7358,4.4654888,1.4701431,0.8475781,-1.452453,-0.572977
7359,3.1555873,2.0455570,0.3448215,-0.096360,1.7331565
7360,3.3259643,1.6243683,-0.133647,1.8386523,-1.120582
7361,4.0496913,1.7701898,0.1947371,-0.933774,-0.308612
7362,3.3922731,1.7038101,0.2191918,0.7904386,2.5443665
7363,2.7456883,2.7654655,-0.078087,-0.920614,2.5340690
7364,4.0255130,1.5029025,0.2065608,1.9869312,2.7305621
7365,2.3182700,3.0237261,-0.798611,0.2513737,-0.639935
7366,2.9869093,2.5626398,0.4665717,-2.573528,2.0749823
7367,4.1779535,1.4424526,0.7403246,-2.992085,0.2954142
7368,4.107023,1.4485205,0.7011478,-0.474992,1.152736
7369,4.1157521,1.4514993,0.3640491,0.7558559,-1.507934
7370,3.1417959,2.4457241,0.4594518,-1.203812,1.4486168
7371,3.8723129,1.7328553,-0.016244,1.3324699,1.0780795
7372,2.7526218,2.7862620,-0.828219,2.0331622,1.6555343
7373,4.1089702,1.3423941,0.9539462,-0.052093,0.8434050
7374,4.0706328,1.7914849,-0.897648,0.7274526,1.4765143
7375,3.2760926,2.2355734,0.4873116,-3.064327,-2.079618
7376,4.1951570,1.3921906,0.1966368,-2.200500,2.7463033
7377,4.4689386,1.4382610,0.6694236,-0.534029,-0.615090
7378,3.3765507,2.1859687,0.0387734,-1.918860,1.9308367
7379,3.7863789,1.6291957,0.5346584,-2.729078,-1.601320
7380,3.5458129,1.4799220,-0.527342,0.7239046,-2.458112
7381,3.6692143,1.8748127,0.5967527,-2.496992,1.7296556
7382,4.3999914,1.1856435,0.9768418,2.7266129,-0.072455
7383,3.9937803,1.5525916,-0.195744,2.2268659,-0.411809
7384,2.3561645,2.9955222,0.5160224,0.6505483,-1.437171
7385,2.7419731,1.8697403,-0.883567,2.3484252,0.7418895
7386,3.0538507,2.4997671,-0.062692,-2.095436,-1.356917
7387,3.9580089,1.5678552,-0.383246,1.1158923,1.6486327
7388,4.4190885,1.4570590,0.6791279,2.1302387,3.0205826
7389,4.4502392,1.4831152,-0.727304,-0.324994,2.8034789
7390,4.2418031,1.4145959,0.4278570,-1.058363,2.4221978
7391,3.8961037,1.7112076,-0.335363,0.6436597,1.4147917
7392,4.3893340,1.4743078,0.5142529,2.4162862,1.5524871
7393,3.0350044,2.5868859,0.1434957,0.0346147,1.9523481
7394,3.8298375,1.8643950,0.7052765,1.1700581,-1.544961
7395,3.6098312,1.5341558,0.9616162,-0.120946,0.4847243
7396,3.2415289,2.2282278,0.9341041,-0.328260,-2.682891
7397,2.5982235,2.7523296,0.1569954,1.3736258,-0.904856
7398,4.3180828,1.4864171,-0.156157,-1.970779,-2.970105
7399,4.4149667,1.5092694,-0.154310,-2.983895,-0.968219
7400,4.4068018,1.4987128,0.5114450,-1.365809,-2.854601
7401,4.0011321,1.9153016,-0.737874,1.5989796,-2.585541
7402,3.4380631,2.2151876,0.7014487,-2.101299,-0.815621
7403,3.6586860,1.3857007,-0.700408,-1.408304,-3.139510
7404,4.3394921,1.4820270,0.1798641,-0.210810,-1.362901
7405,2.4539482,3.0687767,0.0908954,-3.070186,0.4430934
7406,3.5282422,1.5785544,-0.405291,-1.896634,0.7269195
7407,2.5498063,2.9990778,-0.421188,0.6392184,1.8614079
7408,3.7671281,1.5857265,-0.799002,-1.917146,2.6361191
7409,2.4408576,2.4075765,-0.684795,-0.517359,0.8414915
7410,2.9824677,1.6972857,-0.298006,0.0842469,-0.592641
7411,3.9284531,1.5425740,0.6828299,1.0178494,-0.966772
7412,2.8505937,2.2460851,0.2380865,1.3565372,-0.539858
7413,2.3167426,3.0146042,0.1590392,1.6273892,-0.141717
7414,4.1488444,1.2788784,0.6843706,-0.332104,-2.772709
7415,3.2685063,2.4423259,0.5350665,0.2376887,0.8124329
7416,4.0929978,1.3701121,0.6262620,0.4277748,0.7082944
7417,2.7363925,2.8062196,0.6720109,-2.814061,2.8837536
7418,3.1266527,1.8412652,0.0914084,-1.624349,0.3851990
7419,2.2684972,3.1372118,-0.768839,2.8423334,1.8158440
7420,4.0804690,1.5166550,-0.047204,0.3252321,-1.473213
7421,4.2601858,1.6156372,-0.408910,2.3985676,1.6331564
7422,2.6287186,2.9663145,0.7991299,1.8850058,0.0990616
7423,4.1440482,1.4199024,0.5747354,1.4915193,2.3677776
7424,3.3052420,1.5337775,-0.886306,-2.913555,0.8547348
7425,2.4113421,2.4162524,0.1591689,0.6355936,1.7353913
7426,4.3007090,1.2340055,0.1735586,0.4442059,-0.902833
7427,2.8632497,2.8028719,-0.589834,-1.930455,-1.604361
7428,4.2458250,1.6115903,0.4311714,2.4888328,0.2634151
7429,4.3106796,1.4843388,0.3804553,-0.348451,2.3374624
7430,3.4682159,1.4963224,0.5423581,1.0232327,-1.959874
7431,4.0074981,1.4643377,-0.126956,1.0206326,2.2125076
7432,4.3579449,1.1762177,-0.514558,2.8366478,0.2360194
7433,2.5296381,2.9983306,-0.344513,-1.741548,2.8198130
7434,3.7905497,2.0409756,-0.468265,2.8248196,-2.295450
7435,3.5547022,1.5346034,0.8212998,2.9970120,-2.577765
7436,3.1346213,1.8651667,-0.662636,2.4653329,0.4198393
7437,3.3853417,1.5006108,0.2975748,2.1512588,-2.885631
7438,3.935633,1.7999415,-0.032008,-2.350489,-1.230266
7439,2.8222989,2.7060606,0.6812517,2.4261305,-2.897144
7440,4.0472425,1.5703648,-0.307045,1.8526111,-0.352086
7441,4.1232481,1.3901355,-0.931413,-1.394293,1.8752812
7442,2.6205294,2.2058169,-0.670081,0.3219653,1.8063135
7443,2.9398795,2.2861826,0.8349449,-0.803097,-2.608217
7444,3.4152445,2.1866353,-0.359376,-0.956247,1.9817656
7445,3.6352612,1.7736475,0.3231148,1.1330062,2.0146315
7446,3.3917124,1.4637233,-0.199790,-1.712140,0.1591965
7447,3.0066246,2.7825507,0.2671423,2.5007071,-2.880364
7448,2.7398294,2.8532559,0.9641351,-3.110808,-2.719521
7449,3.1981481,2.1833625,-0.773797,1.7913345,-2.117074
7450,4.2833946,1.4264295,0.5209356,-2.066835,1.9214753
7451,3.4211008,1.528685,0.2360187,2.7297271,0.6332493
7452,4.0641831,1.6191661,-0.811662,-1.126290,-0.050169
7453,3.5275424,1.4515254,0.5892476,-2.151638,-3.043923
7454,4.1555669,1.8001810,-0.870125,-2.294142,-3.055522
7455,3.6674301,1.7151333,-0.489670,0.9793730,1.7539171
7456,3.5444276,2.0562916,0.2953866,2.4976147,2.5388905
7457,3.5740888,1.9905749,-0.935769,0.8962004,-1.855232
7458,2.2857142,2.4712002,-0.514374,0.4101618,2.5400839
7459,2.3065423,3.1204823,-0.694085,-2.197131,-2.734198
7460,2.7109721,2.0000766,0.4961615,-2.050374,-0.119547
7461,4.3130051,1.3171089,-0.253330,-0.732025,0.7833211
7462,3.5991262,1.9853713,0.2002211,-2.100373,-0.454828
7463,4.3361921,1.2249464,0.0089687,0.1954514,2.4841938
7464,2.6140343,2.9490563,-0.317048,-0.790067,1.4272240
7465,3.6218105,1.6013930,-0.831394,-2.348952,-0.657515
7466,2.8077683,1.8860874,-0.887217,3.0699329,1.9898819
7467,4.3391420,1.5288361,0.4996689,0.0994727,1.2631078
7468,3.4005631,1.5148027,0.0802220,1.8180990,2.8847917
7469,3.9919091,1.5127562,-0.668233,2.2366607,1.4308374
7470,3.4314970,1.5102728,0.8239577,2.7920344,-1.505761
7471,3.5305306,1.9784201,0.2821113,-2.119331,-2.942213
7472,2.4118901,3.1098136,-0.915284,-2.546202,-3.010627
7473,3.6418868,1.5068829,0.3772736,-2.450167,0.7737517
7474,3.7189396,1.8402834,0.0282954,-2.909840,2.5922740
7475,3.5067313,2.2517619,-0.012075,-2.697774,0.4908627
7476,2.7342468,1.9127381,-0.035772,0.0333127,0.8411035
7477,3.3586873,1.5763885,0.4792628,-0.005955,1.892128
7478,2.4774580,3.1179688,0.3341080,-0.813562,-1.550489
7479,3.9603970,1.4134294,-0.947465,2.4480775,2.7975186
7480,4.2396637,1.3310992,0.0751399,3.0988065,0.6198697
7481,3.0558071,1.6313149,-0.390639,-0.614571,-0.745219
7482,4.1942302,1.5311905,0.6633344,-0.702053,-0.139918
7483,2.6873202,2.8791291,-0.740066,-2.651295,1.5372675
7484,2.9291331,2.1380070,-0.053398,2.5289354,-0.483387
7485,3.8242325,1.6348778,0.1278965,-2.828434,1.5984837
7486,2.3316813,3.1993932,-0.998426,0.1226222,-0.221542
7487,2.9942971,1.7077815,-0.703635,0.3111916,-0.686220
7488,2.7537958,2.7783874,-0.467189,-2.129360,1.0653338
7489,4.4100334,1.5166289,0.7651090,-2.849350,-1.465680
7490,3.3941602,1.8707849,0.9899369,-1.556544,-2.390001
7491,3.2365646,2.3668696,-0.114312,-0.951090,-2.747369
7492,4.1352734,1.5275050,0.7286197,3.0040824,-0.627330
7493,3.0510966,2.5037839,0.8207546,-0.575825,-3.140787
7494,4.3579769,1.3925549,0.2464480,-0.216022,2.4782988
7495,3.0865528,1.6257111,-0.115654,1.4053469,2.2428569
7496,3.6761623,1.3765694,-0.234838,-0.369277,-0.917329
7497,4.5876043,1.2750730,0.3785444,-1.972291,1.1866666
7498,3.9858305,1.4622178,-0.431934,-2.160041,-1.963656
7499,3.3003020,2.3557678,0.6004005,-2.484459,1.8856282
7500,4.3723970,1.3253428,-0.316345,1.8636912,1.8428425
7501,3.3642783,1.5643971,-0.616317,2.1211060,1.4195001
7502,4.4677442,1.4598134,0.9190403,-1.768336,0.0609704
7503,3.2904295,2.1836581,-0.447763,2.3335610,2.0669079
7504,3.9578931,1.4686638,-0.411891,2.0393182,-1.023806
7505,2.8864171,2.6341247,0.4828579,-2.818080,-2.325697
7506,4.0096370,1.5699342,-0.696381,-1.512580,-3.080564
7507,3.9239650,1.6499805,-0.978238,-2.222205,2.8410676
7508,4.1365155,1.7188647,-0.351743,1.7594153,-2.951866
7509,4.4818113,1.3899413,0.6794327,-2.954451,-0.636385
7510,3.4759539,2.1021650,-0.685421,0.3465672,0.6708042
7511,3.1039914,1.6161519,-0.983912,-2.916872,2.0535403
7512,4.2615877,1.5576571,-0.475179,-2.835496,1.7925311
7513,2.5296106,3.0008433,0.1781315,-3.137181,0.2312924
7514,2.2945273,3.1727013,-0.826694,2.8452823,1.2180395
7515,3.0023225,2.6377628,-0.300947,-2.066306,-2.765101
7516,2.7177707,2.5913837,0.9590723,-0.701260,3.1358561
7517,4.0545143,1.4925884,-0.214263,-1.981043,2.3296783
7518,4.2902127,1.5848905,-0.553126,-0.636188,-1.740362
7519,2.8549800,2.7313345,-0.772900,-2.279703,2.2453271
7520,2.5438618,3.1077220,0.6386955,-1.655994,2.185596
7521,4.3250966,1.2782071,0.7468289,-0.522150,-1.223198
7522,4.4529097,1.1711242,-0.311909,0.6084971,1.3626783
7523,3.9651884,1.4662723,-0.401043,-1.565337,2.9641199
7524,4.0509415,1.6865026,-0.324327,0.6927236,2.3668059
7525,3.4483518,2.2670543,0.7098144,2.2171916,0.9296785
7526,3.5974229,1.4397421,-0.199504,2.3912430,-3.115462
7527,3.4787520,1.4361376,-0.045493,2.0371569,0.1631372
7528,2.7809697,2.6083347,-0.958541,-2.856602,-1.113480
7529,3.4106922,2.0653328,-0.686198,2.0677929,-0.590426
7530,4.2664994,1.4657920,-0.552791,-2.764154,-0.394529
7531,4.0349648,1.6235315,-0.050947,-0.121938,-0.556706
7532,2.8249629,2.7960502,-0.813899,-0.286789,-2.438115
7533,4.3814023,1.1720234,0.8235626,-2.751623,1.4144638
7534,3.8572680,1.7728805,-0.283713,1.6804855,0.4866743
7535,2.5431237,2.7897855,0.8958332,0.6602823,-0.073520
7536,3.9926083,1.8036863,0.7036033,0.1474954,0.4188954
7537,2.9686994,2.6029951,0.5195617,-0.701630,-2.440659
7538,2.7509686,2.7362096,0.4230971,0.7119326,1.8386567
7539,3.4205786,1.4843431,-0.472199,1.2532282,3.0982275
7540,3.6615097,1.4211605,0.4000691,2.4620077,3.0233231
7541,4.2758993,1.5112486,0.5334099,3.1212923,-1.851903
7542,4.1271946,1.5076220,0.2979939,-2.324191,-0.857316
7543,4.2036878,1.4545276,0.6160889,-1.307551,-1.212929
7544,2.3000974,2.7090554,0.6008297,1.9322143,2.6204075
7545,3.6556461,1.3715278,-0.314524,1.6141132,2.1066370
7546,3.3369467,1.5755927,0.0111635,1.3826180,-2.528437
7547,3.2275524,2.3656170,0.7730838,1.8372098,-0.717605
7548,2.9556812,1.7605299,0.8469481,1.8956320,-2.714575
7549,3.3793779,1.7918873,-0.542854,0.4663246,-0.983958
7550,4.0619676,1.3414816,0.7087048,-0.850490,0.4846116
7551,3.7164527,1.7517838,0.8478760,-2.133216,2.0980320
7552,3.7086236,1.5962221,0.3428006,2.6023184,-2.542757
7553,4.3059475,1.5216240,-0.800373,-2.051707,-0.910824
7554,4.4159974,1.2498636,-0.684445,0.0320613,-1.420607
7555,4.0748816,1.3925659,0.6456470,1.7328265,-1.636184
7556,4.4000486,1.2232016,-0.230331,-0.161495,1.5423180
7557,4.4522099,1.3018790,-0.866202,2.0539137,0.7932082
7558,3.6517136,1.9310615,-0.417091,-1.408348,1.1617498
7559,3.2057530,2.3987721,0.4263225,0.3983523,-0.191345
7560,4.0311886,1.8295947,0.5386997,-1.515445,-1.255616
7561,4.0786837,1.5423647,-0.427204,1.3294480,0.9861772
7562,3.7281276,1.3351019,0.3974011,2.3647458,2.7126961
7563,3.6460412,1.4333067,-0.525030,1.2596604,1.6885798
